,Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
637,2019-01-15,50,50,50,50,Unchnaged,0,0.0,643,"3,215",0,0,0
638,2019-01-14,50,50,50,50,Unchnaged,0,0.0,858,"4,290",0,0,0
639,2019-01-11,50,50,50,50,Unchnaged,0,0.0,"23,186","115,930",0,0,0
640,2019-01-10,50,51,50,50,Unchnaged,0,0.0,"64,500","322,500",1,0,0
641,2019-01-09,50,50,50,50,Unchnaged,0,0.0,704,"3,520",0,0,0
642,2019-01-08,50,50,50,50,Unchnaged,0,0.0,690,"3,450",0,0,0
643,2019-01-07,50,50,50,50,Unchnaged,0,0.0,218,"1,090",0,0,0
644,2019-01-04,50,50,50,50,Unchnaged,0,0.0,253,"1,265",0,0,0
645,2019-01-03,50,50,50,50,Unchnaged,0,0.0,"2,388","11,940",0,0,0
646,2019-01-02,50,50,50,50,Unchnaged,0,0.0,4,20,0,0,0
647,2018-12-28,50,50,50,50,Unchnaged,0,0.0,131,655,0,0,0
648,2018-12-27,50,50,50,50,Unchnaged,0,0.0,32,160,0,0,0
649,2018-12-26,50,50,50,50,Unchnaged,0,0.0,54,270,0,0,0
650,2018-12-21,50,50,50,50,Unchnaged,0,0.0,102,510,0,0,0
651,2018-12-20,50,50,50,50,Unchnaged,0,0.0,71,355,0,0,0
652,2018-12-19,50,50,50,50,Unchnaged,0,0.0,17,85,0,0,0
653,2018-12-18,50,50,50,50,Unchnaged,0,0.0,17,85,0,0,0
654,2018-12-17,50,50,50,50,Unchnaged,0,0.0,49,245,0,0,0
655,2018-12-14,50,50,50,50,Unchnaged,0,0.0,105,525,0,0,0
656,2018-12-13,50,50,50,50,Unchnaged,0,0.0,140,700,0,0,0
657,2018-12-12,50,50,50,50,Unchnaged,0,0.0,105,525,0,0,0
658,2018-12-11,50,50,50,50,Unchnaged,0,0.0,50,250,0,0,0
659,2018-12-10,50,50,50,50,Unchnaged,0,0.0,276,"1,380",0,0,0
660,2018-12-07,50,50,50,50,Unchnaged,0,0.0,226,"1,130",0,0,0
661,2018-12-06,50,50,50,50,Unchnaged,0,0.0,181,905,0,0,0
662,2018-12-05,50,50,50,50,Unchnaged,0,0.0,270,"1,350",0,0,0
663,2018-12-04,50,50,50,50,Unchnaged,0,0.0,157,785,0,0,0
664,2018-12-03,50,50,50,50,Unchnaged,0,0.0,27,135,0,0,0
665,2018-11-30,50,50,50,50,Unchnaged,0,0.0,42,210,0,0,0
666,2018-11-29,50,50,50,50,Unchnaged,0,0.0,"2,301","11,505",0,0,0
667,2018-11-28,50,50,50,50,Unchnaged,0,0.0,13,65,0,0,0
668,2018-11-27,50,50,50,50,Unchnaged,0,0.0,35,175,0,0,0
669,2018-11-26,50,50,50,50,Unchnaged,0,0.0,26,130,0,0,0
670,2018-11-23,50,50,50,50,Unchnaged,0,0.0,108,540,0,0,0
671,2018-11-22,50,50,50,50,Unchnaged,0,0.0,58,290,0,0,0
672,2018-11-21,50,50,50,50,Unchnaged,0,0.0,114,570,0,0,0
673,2018-11-19,50,50,50,50,Unchnaged,0,0.0,187,935,0,0,0
674,2018-11-16,50,50,50,50,Unchnaged,0,0.0,561,"2,805",0,0,0
675,2018-11-15,50,50,50,50,Unchnaged,0,0.0,"1,130","5,650",0,0,0
676,2018-11-14,50,50,50,50,Unchnaged,0,0.0,"5,767","28,835",0,0,0
677,2018-11-13,50,50,50,50,Unchnaged,0,0.0,121,605,0,0,0
678,2018-11-12,50,50,50,50,Unchnaged,0,0.0,88,440,0,0,0
679,2018-11-09,50,50,50,50,Unchnaged,0,0.0,"1,507","7,535",0,0,0
680,2018-11-08,50,50,50,50,Unchnaged,0,0.0,208,"1,040",0,0,0
681,2018-11-07,50,50,50,50,Unchnaged,0,0.0,109,545,0,0,0
682,2018-11-06,50,50,50,50,Unchnaged,0,0.0,384,"1,920",0,0,0
683,2018-11-05,51,51,50,50,Unchnaged,0,0.0,665,"3,355",0,1,2
684,2018-11-02,50,50,50,50,Unchnaged,0,0.0,41,205,0,0,0
685,2018-11-01,50,50,50,50,Unchnaged,0,0.0,34,170,0,0,0
686,2018-10-31,50,50,50,50,Unchnaged,0,0.0,"1,870","9,350",0,0,0
687,2018-10-30,50,50,50,50,Unchnaged,0,0.0,"50,866","254,330",0,0,0
688,2018-10-29,50,50,50,50,Unchnaged,0,0.0,14,70,0,0,0
689,2018-10-26,50,50,50,50,Unchnaged,0,0.0,"1,862","9,310",0,0,0
690,2018-10-25,50,50,50,50,Unchnaged,0,0.0,111,555,0,0,0
691,2018-10-24,50,50,50,50,Unchnaged,0,0.0,117,585,0,0,0
692,2018-10-23,50,50,50,50,Unchnaged,0,0.0,253,"1,265",0,0,0
693,2018-10-22,50,50,50,50,Unchnaged,0,0.0,"1,565","7,825",0,0,0
694,2018-10-19,50,50,50,50,Unchnaged,0,0.0,134,670,0,0,0
695,2018-10-18,50,50,50,50,Unchnaged,0,0.0,370,"1,850",0,0,0
696,2018-10-17,50,50,50,50,Unchnaged,0,0.0,159,795,0,0,0
697,2018-10-16,50,50,50,50,Unchnaged,0,0.0,192,960,0,0,0
698,2018-10-15,50,50,50,50,Unchnaged,0,0.0,112,560,0,0,0
699,2018-10-12,50,50,50,50,Unchnaged,0,0.0,263,"1,315",0,0,0
700,2018-10-11,50,50,50,50,Unchnaged,0,0.0,557,"2,785",0,0,0
701,2018-10-10,50,50,50,50,Unchnaged,0,0.0,29,145,0,0,0
702,2018-10-09,50,50,50,50,Unchnaged,0,0.0,74,370,0,0,0
703,2018-10-08,50,50,50,50,Unchnaged,0,0.0,101,505,0,0,0
704,2018-10-05,50,50,50,50,Unchnaged,0,0.0,181,905,0,0,0
705,2018-10-04,50,50,50,50,Unchnaged,0,0.0,"3,385","16,925",0,0,0
706,2018-10-03,50,50,50,50,Unchnaged,0,0.0,126,630,0,0,0
707,2018-10-02,50,50,50,50,Unchnaged,0,0.0,45,225,0,0,0
708,2018-10-01,50,50,50,50,Unchnaged,0,0.0,"5,329","26,645",0,0,0
709,2018-09-28,50,50,50,50,Unchnaged,0,0.0,305,"1,525",0,0,0
710,2018-09-27,50,50,50,50,Unchnaged,0,0.0,"3,522","17,610",0,0,0
711,2018-09-26,50,51,50,50,Unchnaged,0,0.0,"7,369","36,845",1,0,0
712,2018-09-25,50,50,50,50,Unchnaged,0,0.0,"11,371","56,855",0,0,0
713,2018-09-24,50,51,50,50,Unchnaged,0,0.0,"17,527","87,643",1,0,0
714,2018-09-21,50,51,50,50,Unchnaged,0,0.0,"42,428","212,201",1,0,0
715,2018-09-20,51,52,50,50,Lower limit,1,1.96,"158,649","800,759",1,0,0
716,2018-09-19,51,51,50,51,Unchnaged,0,0.0,"53,478","271,743",0,0,0
717,2018-09-18,50,52,50,51,Rise,1,2.0,"85,905","432,300",2,0,0
718,2018-09-17,50,51,50,50,Unchnaged,0,0.0,"54,276","271,395",1,0,0
719,2018-09-14,50,50,50,50,Unchnaged,0,0.0,"108,279","541,395",0,0,0
720,2018-09-13,50,50,50,50,Unchnaged,0,0.0,296,"1,480",0,0,0
721,2018-09-12,50,50,50,50,Unchnaged,0,0.0,459,"2,295",0,0,0
722,2018-09-10,50,50,50,50,Unchnaged,0,0.0,112,560,0,0,0
723,2018-09-07,50,50,50,50,Unchnaged,0,0.0,572,"2,860",0,0,0
724,2018-09-06,50,50,50,50,Unchnaged,0,0.0,141,705,0,0,0
725,2018-09-05,50,50,50,50,Unchnaged,0,0.0,107,535,0,0,0
726,2018-09-04,50,50,50,50,Unchnaged,0,0.0,26,130,0,0,0
727,2018-09-03,50,50,50,50,Unchnaged,0,0.0,139,695,0,0,0
728,2018-08-31,50,50,50,50,Unchnaged,0,0.0,62,310,0,0,0
729,2018-08-30,50,50,50,50,Unchnaged,0,0.0,"2,310","11,550",0,0,0
730,2018-08-29,50,50,50,50,Unchnaged,0,0.0,66,330,0,0,0
731,2018-08-28,50,50,50,50,Unchnaged,0,0.0,895,"4,475",0,0,0
732,2018-08-27,50,50,50,50,Unchnaged,0,0.0,464,"2,320",0,0,0
733,2018-08-24,50,50,50,50,Unchnaged,0,0.0,54,270,0,0,0
734,2018-08-23,50,50,50,50,Unchnaged,0,0.0,195,975,0,0,0
735,2018-08-21,50,50,50,50,Unchnaged,0,0.0,"1,639","8,195",0,0,0
736,2018-08-20,50,50,50,50,Unchnaged,0,0.0,365,"1,825",0,0,0
737,2018-08-16,50,50,50,50,Unchnaged,0,0.0,239,"1,195",0,0,0
738,2018-08-15,50,50,50,50,Unchnaged,0,0.0,39,195,0,0,0
739,2018-08-14,50,50,50,50,Unchnaged,0,0.0,109,545,0,0,0
740,2018-08-13,50,50,50,50,Unchnaged,0,0.0,"5,537","27,685",0,0,0
741,2018-08-10,50,51,50,50,Unchnaged,0,0.0,"12,001","60,023",1,0,0
742,2018-08-09,50,51,50,50,Unchnaged,0,0.0,"7,183","35,915",1,0,0
743,2018-08-08,50,51,50,50,Unchnaged,0,0.0,"20,788","103,942",1,0,0
744,2018-08-07,50,51,50,50,Lower limit,1,1.96,"16,985","84,925",1,-1,-1.960784314
745,2018-08-06,50,51,50,51,Rise,1,2.0,"24,402","122,021",1,0,0
746,2018-08-03,50,50,50,50,Unchnaged,0,0.0,"5,274","26,370",0,0,0
747,2018-08-02,50,50,50,50,Unchnaged,0,0.0,"5,873","29,365",0,0,0
748,2018-08-01,50,50,50,50,Unchnaged,0,0.0,"12,058","60,290",0,0,0
749,2018-07-31,50,51,50,50,Unchnaged,0,0.0,"41,092","205,460",1,0,0
750,2018-07-30,50,51,50,50,Unchnaged,0,0.0,"204,103","1,021,953",1,0,0
751,2018-07-27,50,54,50,50,Unchnaged,0,0.0,"626,602","3,191,539",4,0,0
752,2018-07-26,50,50,50,50,Unchnaged,0,0.0,"6,903","34,515",0,0,0
753,2018-07-25,50,50,50,50,Unchnaged,0,0.0,767,"3,835",0,0,0
754,2018-07-24,50,50,50,50,Unchnaged,0,0.0,"3,651","18,255",0,0,0
755,2018-07-23,50,50,50,50,Unchnaged,0,0.0,"5,342","26,710",0,0,0
756,2018-07-20,50,50,50,50,Unchnaged,0,0.0,260,"1,300",0,0,0
757,2018-07-19,50,50,50,50,Unchnaged,0,0.0,"10,734","53,670",0,0,0
758,2018-07-18,50,50,50,50,Unchnaged,0,0.0,"11,082","55,410",0,0,0
759,2018-07-17,50,50,50,50,Unchnaged,0,0.0,400,"2,000",0,0,0
760,2018-07-16,50,50,50,50,Unchnaged,0,0.0,"5,488","27,440",0,0,0
761,2018-07-13,50,50,50,50,Unchnaged,0,0.0,"6,343","31,715",0,0,0
762,2018-07-12,50,50,50,50,Unchnaged,0,0.0,"27,170","135,850",0,0,0
763,2018-07-11,50,50,50,50,Unchnaged,0,0.0,"7,737","38,685",0,0,0
764,2018-07-10,50,50,50,50,Unchnaged,0,0.0,"29,717","148,585",0,0,0
765,2018-07-09,50,50,50,50,Unchnaged,0,0.0,"11,818","59,090",0,0,0
766,2018-07-06,50,50,50,50,Unchnaged,0,0.0,"3,805","19,025",0,0,0
767,2018-07-05,50,50,50,50,Unchnaged,0,0.0,"12,564","62,820",0,0,0
768,2018-07-04,51,51,50,50,Lower limit,1,1.96,"49,395","247,023",0,0,0
769,2018-07-03,51,51,50,51,Unchnaged,0,0.0,"172,271","870,377",0,0,0
770,2018-07-02,50,52,50,51,Rise,1,2.0,"88,826","450,102",2,0,0
771,2018-06-29,50,51,50,50,Unchnaged,0,0.0,"125,597","627,985",1,0,0
772,2018-06-28,52,52,50,50,Lower limit,1,1.96,"451,125","2,265,168",0,1,1.960784314
773,2018-06-27,52,52,51,51,Fall,1,1.92,"29,070","148,309",0,0,0
774,2018-06-26,52,53,51,52,Unchnaged,0,0.0,"7,973","41,445",1,0,0
775,2018-06-25,52,53,50,52,Rise,1,1.96,"112,590","580,519",1,1,1.960784314
776,2018-06-22,53,53,51,51,Fall,2,3.77,"199,842","1,026,307",0,0,0
777,2018-06-21,54,54,52,53,Unchnaged,0,0.0,"69,045","364,256",0,1,1.886792453
778,2018-06-20,54,54,52,53,Fall,1,1.85,"29,615","156,393",0,0,0
779,2018-06-08,53,54,53,54,Rise,1,1.88,"33,910","179,958",1,0,0
780,2018-06-07,55,55,52,53,Fall,2,3.63,"223,160","1,181,372",0,0,0
781,2018-06-06,60,60,55,55,Unchnaged,0,0.0,"226,309","1,246,453",0,5,9.090909091
782,2018-06-05,59,59,55,55,Fall,2,3.5,"135,279","759,010",0,2,3.50877193
783,2018-06-04,58,62,55,57,Rise,3,5.55,"680,631","3,937,540",4,4,7.407407407
784,2018-05-31,55,55,53,54,Unchnaged,0,0.0,"86,364","470,181",0,1,1.851851852
785,2018-05-30,52,57,52,54,Rise,2,3.84,"434,302","2,362,531",5,0,0
786,2018-05-28,52,53,51,52,Unchnaged,0,0.0,"42,263","220,667",1,0,0
787,2018-05-25,53,53,52,52,Fall,1,1.88,"50,549","263,148",0,0,0
788,2018-05-24,53,54,52,53,Unchnaged,0,0.0,"26,403","139,994",1,0,0
789,2018-05-23,54,54,52,53,Fall,1,1.85,"174,456","921,922",0,0,0
790,2018-05-22,53,55,53,54,Rise,1,1.88,"117,254","630,866",2,0,0
791,2018-05-21,57,57,53,53,Fall,3,5.35,"163,231","889,682",0,1,1.785714286
792,2018-05-18,66,75,55,56,Unchnaged,0,0.0,"266,935","1,516,379",9,10,17.85714286
793,2018-05-17,52,56,52,56,Rise,5,9.8,"529,916","2,869,370",4,1,1.960784314
794,2018-05-16,51,54,50,51,Rise,1,2.0,"381,239","1,984,903",3,1,2
795,2018-05-15,51,51,50,50,Lower limit,1,1.96,"144,382","723,060",0,0,0
796,2018-05-14,51,51,50,51,Unchnaged,0,0.0,"3,373","17,082",0,0,0
797,2018-05-11,51,51,50,51,Unchnaged,0,0.0,"26,671","133,816",0,0,0
798,2018-05-09,50,51,50,51,Rise,1,2.0,"11,902","59,795",1,0,0
799,2018-05-08,51,51,50,50,Lower limit,1,1.96,"21,505","107,777",0,0,0
800,2018-05-07,51,52,50,51,Rise,1,2.0,"94,798","477,153",1,1,2
801,2018-05-04,52,52,50,50,Lower limit,2,3.84,"95,647","483,562",0,0,0
802,2018-05-03,52,52,51,52,Unchnaged,0,0.0,"110,792","571,470",0,0,0
803,2018-05-02,53,53,52,52,Fall,1,1.88,"39,786","208,265",0,0,0
804,2018-04-30,54,54,53,53,Unchnaged,0,0.0,"154,896","823,479",0,1,1.886792453
805,2018-04-27,54,54,53,53,Unchnaged,0,0.0,"39,354","210,680",0,1,1.886792453
806,2018-04-26,53,54,52,53,Fall,1,1.85,"269,447","1,426,692",1,-1,-1.851851852
807,2018-04-25,55,55,52,54,Fall,1,1.81,"389,917","2,079,896",0,0,0
808,2018-04-24,55,56,54,55,Unchnaged,0,0.0,"122,559","673,343",1,0,0
809,2018-04-23,59,59,54,55,Fall,1,1.78,"169,263","929,284",0,3,5.357142857
810,2018-04-20,56,57,55,56,Unchnaged,0,0.0,"148,427","824,383",1,0,0
811,2018-04-19,58,61,55,56,Fall,2,3.44,"764,010","4,412,500",3,0,0
812,2018-04-18,53,61,53,58,Rise,6,11.53,"1,425,022","8,118,093",8,1,1.923076923
813,2018-04-17,52,54,52,52,Unchnaged,0,0.0,"234,503","1,241,543",2,0,0
814,2018-04-16,54,55,52,52,Fall,1,1.88,"316,657","1,689,784",1,1,1.886792453
815,2018-04-13,51,55,51,53,Rise,2,3.92,"774,146","4,102,232",4,0,0
816,2018-04-12,50,51,50,51,Unchnaged,0,0.0,"25,128","126,003",1,-1,-1.960784314
817,2018-04-11,50,51,50,51,Unchnaged,0,0.0,"14,079","70,457",1,-1,-1.960784314
818,2018-04-10,50,51,50,51,Rise,1,2.0,"13,620","69,192",1,0,0
819,2018-04-09,51,51,50,50,Lower limit,1,1.96,"6,719","33,597",0,0,0
820,2018-04-06,51,51,50,51,Unchnaged,0,0.0,"7,829","39,196",0,0,0
821,2018-04-05,50,51,50,51,Rise,1,2.0,"19,190","96,030",1,0,0
822,2018-04-04,50,51,50,50,Unchnaged,0,0.0,"16,776","83,888",1,0,0
823,2018-04-03,50,50,50,50,Unchnaged,0,0.0,830,"4,150",0,0,0
824,2018-04-02,51,51,50,50,Lower limit,1,1.96,"26,657","134,347",0,0,0
825,2018-03-29,50,51,50,51,Rise,1,2.0,"19,877","100,953",1,0,0
826,2018-03-28,50,51,50,50,Unchnaged,0,0.0,"3,143","15,778",1,0,0
827,2018-03-27,51,51,50,50,Unchnaged,0,0.0,"13,244","66,221",0,1,2
828,2018-03-26,50,51,50,50,Unchnaged,0,0.0,"16,105","80,536",1,0,0
829,2018-03-23,50,51,50,50,Unchnaged,0,0.0,"11,424","57,129",1,0,0
830,2018-03-22,51,51,50,50,Lower limit,1,1.96,"29,450","147,274",0,0,0
831,2018-03-21,50,51,50,51,Rise,1,2.0,"24,127","120,640",1,0,0
832,2018-03-20,51,51,50,50,Lower limit,1,1.96,"23,242","116,224",0,0,0
833,2018-03-19,50,51,50,51,Unchnaged,0,0.0,"32,502","162,517",1,-1,-1.960784314
834,2018-03-16,50,51,50,51,Rise,1,2.0,"58,031","290,159",1,0,0
835,2018-03-15,51,51,50,50,Unchnaged,0,0.0,"43,268","216,609",0,1,2
836,2018-03-14,51,51,50,50,Lower limit,1,1.96,"23,967","119,888",0,0,0
837,2018-03-13,51,51,50,51,Unchnaged,0,0.0,"29,793","150,040",0,0,0
838,2018-03-12,50,51,50,51,Unchnaged,0,0.0,"413,531","2,070,140",1,-1,-1.960784314
839,2018-03-09,51,52,50,51,Unchnaged,0,0.0,"12,948","66,034",1,0,0
840,2018-03-08,52,52,50,51,Fall,1,1.92,"11,503","58,521",0,0,0
841,2018-03-07,51,52,50,52,Rise,1,1.96,"66,322","338,636",1,0,0
842,2018-03-06,52,52,51,51,Unchnaged,0,0.0,"34,221","175,783",0,1,1.960784314
843,2018-03-05,52,52,51,51,Unchnaged,0,0.0,"30,826","157,275",0,1,1.960784314
844,2018-03-02,52,53,51,51,Fall,1,1.92,"23,626","121,756",1,0,0
845,2018-03-01,52,53,51,52,Fall,1,1.88,"41,204","215,466",1,-1,-1.886792453
846,2018-02-28,52,53,52,53,Unchnaged,0,0.0,"6,846","35,853",1,-1,-1.886792453
847,2018-02-27,53,53,51,53,Rise,1,1.92,"20,724","107,969",0,1,1.923076923
848,2018-02-26,53,54,52,52,Fall,1,1.88,"93,727","488,303",1,0,0
849,2018-02-23,53,54,52,53,Unchnaged,0,0.0,"45,517","241,240",1,0,0
850,2018-02-22,52,55,52,53,Rise,1,1.92,"908,198","4,817,280",3,0,0
851,2018-02-21,53,54,52,52,Unchnaged,0,0.0,"181,267","948,142",1,1,1.923076923
852,2018-02-20,53,55,52,52,Unchnaged,0,0.0,"202,163","1,071,874",2,1,1.923076923
853,2018-02-19,52,54,52,52,Unchnaged,0,0.0,"48,691","256,384",2,0,0
854,2018-02-15,53,53,52,52,Unchnaged,0,0.0,"31,175","162,685",0,1,1.923076923
855,2018-02-14,52,54,52,52,Unchnaged,0,0.0,"79,835","418,986",2,0,0
856,2018-02-13,54,54,52,52,Fall,1,1.88,"173,148","915,605",0,1,1.886792453
857,2018-02-12,53,57,51,53,Rise,1,1.92,"546,114","2,971,216",4,1,1.923076923
858,2018-02-09,53,53,51,52,Fall,1,1.88,"44,565","231,845",0,0,0
859,2018-02-08,52,54,51,53,Rise,1,1.92,"220,962","1,162,512",2,0,0
860,2018-02-07,51,52,51,52,Rise,2,4.0,"80,021","410,327",1,1,2
861,2018-02-06,52,53,50,50,Lower limit,2,3.84,"78,552","399,385",1,0,0
862,2018-02-05,51,53,51,52,Unchnaged,0,0.0,"122,328","637,618",2,-1,-1.923076923
863,2018-02-02,53,53,52,52,Fall,1,1.88,"102,938","538,842",0,0,0
864,2018-02-01,54,56,52,53,Fall,1,1.85,"443,095","2,403,617",2,0,0
865,2018-01-31,51,58,51,54,Rise,3,5.88,"784,787","4,263,169",7,0,0
866,2018-01-30,52,52,50,51,Fall,1,1.92,"59,388","302,585",0,0,0
867,2018-01-29,51,52,51,52,Rise,1,1.96,"19,289","98,453",1,0,0
868,2018-01-26,51,51,50,51,Unchnaged,0,0.0,"13,165","66,850",0,0,0
869,2018-01-25,51,51,50,51,Unchnaged,0,0.0,"38,173","190,877",0,0,0
870,2018-01-24,50,51,50,51,Unchnaged,0,0.0,"3,100","15,666",1,-1,-1.960784314
871,2018-01-23,50,51,50,51,Unchnaged,0,0.0,716,"3,595",1,-1,-1.960784314
872,2018-01-22,52,52,50,51,Unchnaged,0,0.0,"69,299","346,598",0,1,1.960784314
873,2018-01-19,53,53,50,51,Rise,1,2.0,"19,115","95,596",0,3,6
874,2018-01-18,53,53,50,50,Lower limit,1,1.96,"2,850","14,533",0,2,3.921568627
875,2018-01-17,52,52,50,51,Fall,1,1.92,"12,042","61,421",0,0,0
876,2018-01-16,52,52,51,52,Unchnaged,0,0.0,"6,471","33,394",0,0,0
877,2018-01-15,52,52,51,52,Unchnaged,0,0.0,"13,410","68,519",0,0,0
878,2018-01-12,53,53,51,52,Fall,1,1.88,"34,084","178,243",0,0,0
879,2018-01-11,52,53,51,53,Rise,1,1.92,"3,468","18,028",1,0,0
880,2018-01-10,52,53,51,52,Fall,1,1.88,"48,469","251,348",1,-1,-1.886792453
881,2018-01-09,51,53,51,53,Rise,2,3.92,"28,055","145,609",2,0,0
882,2018-01-08,53,53,51,51,Fall,2,3.77,"28,105","143,607",0,0,0
883,2018-01-05,52,54,50,53,Rise,2,3.92,"101,595","516,546",2,1,1.960784314
884,2018-01-04,50,52,50,51,Unchnaged,0,0.0,"1,294","6,598",2,-1,-1.960784314
885,2018-01-03,53,53,50,51,Unchnaged,0,0.0,"24,588","125,401",0,2,3.921568627
886,2018-01-02,51,52,50,51,Unchnaged,0,0.0,"19,442","98,174",1,0,0
887,2017-12-29,51,52,51,51,Fall,1,1.92,"12,820","65,411",1,-1,-1.923076923
888,2017-12-28,50,53,50,52,Rise,1,1.96,"85,058","439,143",3,-1,-1.960784314
889,2017-12-27,51,51,50,51,Rise,1,2.0,"1,684","8,460",0,1,2
890,2017-12-22,51,51,50,50,Unchnaged,0,0.0,"50,627","253,139",0,1,2
891,2017-12-21,51,51,50,50,Lower limit,1,1.96,"22,654","114,282",0,0,0
892,2017-12-20,51,51,50,51,Unchnaged,0,0.0,"16,983","85,918",0,0,0
893,2017-12-19,50,51,50,51,Unchnaged,0,0.0,"9,422","47,130",1,-1,-1.960784314
894,2017-12-18,50,51,50,51,Unchnaged,0,0.0,"21,586","107,934",1,-1,-1.960784314
895,2017-12-15,51,51,50,51,Unchnaged,0,0.0,"8,051","40,256",0,0,0
896,2017-12-14,50,51,50,51,Rise,1,2.0,"5,943","29,715",1,0,0
897,2017-12-13,50,52,50,50,Unchnaged,0,0.0,"45,224","229,097",2,0,0
898,2017-12-12,50,50,50,50,Lower limit,1,1.96,235,"1,175",0,-1,-1.960784314
899,2017-12-11,51,51,50,51,Unchnaged,0,0.0,"15,937","79,695",0,0,0
900,2017-12-08,50,51,50,51,Rise,1,2.0,"11,142","55,734",1,0,0
901,2017-12-07,50,51,50,50,Unchnaged,0,0.0,"6,999","34,998",1,0,0
902,2017-12-06,50,51,50,50,Lower limit,1,1.96,"23,353","116,772",1,-1,-1.960784314
903,2017-12-05,51,51,50,51,Unchnaged,0,0.0,"39,710","198,552",0,0,0
904,2017-12-04,50,51,50,51,Rise,1,2.0,"15,421","77,107",1,0,0
905,2017-11-30,51,51,50,50,Unchnaged,0,0.0,"9,923","49,620",0,1,2
906,2017-11-29,50,51,50,50,Lower limit,1,1.96,"8,936","44,801",1,-1,-1.960784314
907,2017-11-28,51,51,50,51,Unchnaged,0,0.0,"12,438","62,196",0,0,0
908,2017-11-27,50,51,50,51,Rise,1,2.0,"33,417","167,184",1,0,0
909,2017-11-24,50,51,50,50,Unchnaged,0,0.0,"29,749","149,750",1,0,0
910,2017-11-23,51,52,50,50,Lower limit,1,1.96,"131,252","656,514",1,0,0
911,2017-11-22,50,51,50,51,Rise,1,2.0,"8,618","43,420",1,0,0
912,2017-11-21,52,52,50,50,Lower limit,2,3.84,"27,417","137,890",0,0,0
913,2017-11-20,51,52,51,52,Unchnaged,0,0.0,"4,206","21,451",1,-1,-1.923076923
914,2017-11-17,52,52,51,52,Unchnaged,0,0.0,"1,888","9,629",0,0,0
915,2017-11-16,51,52,50,52,Rise,1,1.96,"6,168","31,206",1,0,0
916,2017-11-15,51,52,50,51,Fall,1,1.92,"1,366","6,968",1,-1,-1.923076923
917,2017-11-14,51,52,50,52,Rise,1,1.96,"2,644","13,364",1,0,0
918,2017-11-13,51,52,50,51,Unchnaged,0,0.0,"6,885","34,959",1,0,0
919,2017-11-10,51,52,50,51,Unchnaged,0,0.0,"7,707","39,297",1,0,0
920,2017-11-09,51,52,50,51,Fall,1,1.92,"39,838","202,826",1,-1,-1.923076923
921,2017-11-08,52,52,50,52,Rise,1,1.96,"21,134","107,784",0,1,1.960784314
922,2017-11-07,52,52,50,51,Fall,1,1.92,"41,553","212,113",0,0,0
923,2017-11-06,52,53,51,52,Unchnaged,0,0.0,"11,476","59,269",1,0,0
924,2017-11-03,53,54,52,52,Fall,1,1.88,"15,011","78,133",1,0,0
925,2017-11-02,53,53,52,53,Rise,1,1.92,"1,838","9,694",0,1,1.923076923
926,2017-11-01,52,53,52,52,Unchnaged,0,0.0,"8,725","45,927",1,0,0
927,2017-10-31,53,53,52,52,Fall,1,1.88,"65,947","343,121",0,0,0
928,2017-10-30,52,54,52,53,Rise,2,3.92,"171,874","907,896",2,1,1.960784314
929,2017-10-27,51,52,51,51,Unchnaged,0,0.0,"4,562","23,291",1,0,0
930,2017-10-26,51,52,51,51,Unchnaged,0,0.0,"2,715","13,866",1,0,0
931,2017-10-25,51,52,51,51,Unchnaged,0,0.0,"6,802","34,691",1,0,0
932,2017-10-24,52,52,50,51,Fall,1,1.92,"8,932","45,730",0,0,0
933,2017-10-23,51,52,51,52,Rise,1,1.96,"8,672","44,228",1,0,0
934,2017-10-20,51,52,50,51,Fall,1,1.92,"39,685","199,399",1,-1,-1.923076923
935,2017-10-19,52,52,50,52,Unchnaged,0,0.0,"4,840","24,673",0,0,0
936,2017-10-18,52,52,51,52,Rise,1,1.96,"2,914","14,864",0,1,1.960784314
937,2017-10-17,51,52,50,51,Unchnaged,0,0.0,"4,837","24,664",1,0,0
938,2017-10-16,51,52,50,51,Rise,1,2.0,"5,125","26,155",1,1,2
939,2017-10-13,52,52,50,50,Lower limit,2,3.84,"4,358","22,127",0,0,0
940,2017-10-12,51,52,51,52,Rise,1,1.96,"3,324","16,969",1,0,0
941,2017-10-11,51,51,50,51,Unchnaged,0,0.0,"13,538","68,825",0,0,0
942,2017-10-10,50,51,50,51,Rise,1,2.0,"1,090,990","5,563,708",1,0,0
943,2017-10-09,51,51,50,50,Lower limit,1,1.96,"17,640","88,209",0,0,0
944,2017-10-06,50,51,50,51,Unchnaged,0,0.0,"6,243","31,268",1,-1,-1.960784314
945,2017-10-05,51,51,50,51,Unchnaged,0,0.0,"5,633","28,395",0,0,0
946,2017-10-04,50,51,50,51,Unchnaged,0,0.0,"4,597","23,354",1,-1,-1.960784314
947,2017-10-03,51,51,50,51,Rise,1,2.0,"6,280","31,517",0,1,2
948,2017-10-02,51,51,50,50,Lower limit,1,1.96,"3,615","18,143",0,0,0
949,2017-09-29,51,51,50,51,Unchnaged,0,0.0,"6,438","32,602",0,0,0
950,2017-09-28,51,51,50,51,Unchnaged,0,0.0,"12,891","65,664",0,0,0
951,2017-09-27,52,53,50,51,Unchnaged,0,0.0,"18,465","94,373",1,1,1.960784314
